0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.190053067,0.7807468403,1.431345994,0.6042035238,0.7162320594,1.559401149,0.7812567952,1.532693302,-0.8194766607,0.1856179059,1.166533414,0.4372699671,1.42290087,1.529345665,-0.4993488733,-0.5298237133,1.753088633,-1.219662512
-1.036669027,-0.9734119471,-1.466995596,1.150163088,-0.2530017569,0.7080784371,0.6079202286,1.532693302,-0.8194766607,-1.195082463,0.04601315867,-0.5515625223,0.7158986572,-0.6538744136,-0.4993488733,-0.8787554163,-0.570421815,-0.1734403801
1.412725276,-0.9734119471,0.8516776763,1.199795776,-0.18377077,-0.4616251262,0.0879105287,-0.6524462518,1.220291008,0.8759680905,-0.3562248816,-0.9223747059,0.00889644451,-0.6538744136,-0.4993488733,-0.1808920103,-0.570421815,-1.568403223
0.818932718,-0.9734119471,-0.8873272778,1.050897713,1.0277715,-0.226300149,-0.08542603791,-0.6524462518,1.220291008,-1.540257556,-1.620401579,1.055290273,0.7158986572,-0.6538744136,-0.4993488733,0.8659030985,1.753088633,-0.8709218015
0.9673808576,-0.9734119471,-1.466995596,-1.03367517,-1.222235573,1.05414458,-1.472118571,1.532693302,-0.8194766607,-1.540257556,-0.7871942104,-0.9223747059,0.00889644451,1.529345665,-0.4993488733,-1.576618822,1.753088633,-0.8709218015
-0.591324608,-0.9734119471,0.8516776763,-1.083307858,1.581619395,1.047223257,0.9545933618,1.532693302,-0.8194766607,-1.540257556,0.9366831049,0.6844780895,0.7158986572,-0.6538744136,-0.4993488733,0.8659030985,-0.570421815,-1.568403223
1.264277137,0.7807468403,1.431345994,-1.48036936,1.200848968,-0.6900287806,-1.298782004,-0.6524462518,1.220291008,-0.5047322787,-0.2125684386,-0.7987706447,-0.6981057682,1.529345665,-0.4993488733,-1.227687119,1.753088633,0.872781752
0.5220364388,-0.9734119471,-0.3076589598,-0.7855117319,1.477772915,-0.1640082433,1.474603062,-0.6524462518,-0.8194766607,0.5307929982,0.7930266619,1.055290273,0.00889644451,1.529345665,-0.4993488733,0.5169713956,-0.570421815,1.221522463
0.1509160899,-0.9734119471,-1.466995596,0.1078766467,1.0277715,-1.084544184,0.6079202286,-0.6524462518,-0.8194766607,-1.540257556,1.137802125,-1.663999073,1.42290087,-0.6538744136,-0.4993488733,1.563766504,-0.570421815,-1.568403223
-1.185117166,-0.9734119471,0.2720093582,-0.3388175426,-0.5299257044,1.524794535,0.0879105287,-0.6524462518,1.220291008,-0.5047322787,-0.2412997272,-1.169582828,-1.405107981,1.529345665,-0.4993488733,1.563766504,-0.570421815,-1.219662512
0.3735882993,-0.9734119471,-0.8873272778,-0.09065410409,1.685465876,-0.9530390493,-0.6054357378,-0.6524462518,-0.8194766607,-1.540257556,0.2184008902,0.5608740283,0.7158986572,-0.6538744136,-0.4993488733,-0.1808920103,1.753088633,-0.5221810908
-0.07175611947,0.7807468403,-0.8873272778,1.199795776,-1.360697547,1.282548234,-0.952108871,1.532693302,-0.8194766607,-1.540257556,-1.045775808,-1.663999073,1.42290087,-0.6538744136,-0.4993488733,-0.8787554163,1.753088633,-1.219662512
-1.333565306,-0.9734119471,-0.8873272778,1.398326527,-1.29146656,0.4450681684,1.474603062,-0.6524462518,-0.8194766607,-1.195082463,1.310189857,0.3136659059,1.42290087,-0.6538744136,-0.4993488733,-0.1808920103,1.753088633,1.570263173
-0.9624449569,-0.9734119471,0.8516776763,1.150163088,-1.153004586,1.261784266,-1.645455137,-0.6524462518,1.220291008,-0.5047322787,1.310189857,-0.1807503388,1.42290087,-0.6538744136,-0.4993488733,0.8659030985,-0.570421815,-1.219662512
-1.482013445,-0.9734119471,1.431345994,1.497591902,-1.39531304,0.4796747827,0.6079202286,1.532693302,1.220291008,0.5307929982,0.5631763532,-0.9223747059,0.7158986572,-0.6538744136,-0.4993488733,-0.8787554163,-0.570421815,0.1753003306
-0.8882208871,-0.9734119471,-1.466995596,1.596857278,-1.256851067,1.254862943,-0.952108871,-0.6524462518,-0.8194766607,-1.540257556,-0.09764328426,-1.663999073,-0.6981057682,1.529345665,-0.4993488733,-0.1808920103,-0.570421815,-0.5221810908
0.00246795032,-0.9734119471,0.2720093582,-1.083307858,0.8200785397,-1.513666201,-0.2587626045,1.532693302,1.220291008,-1.195082463,0.1322070244,-1.045978767,1.42290087,-0.6538744136,-0.4993488733,0.1680396926,-0.570421815,1.221522463
1.486949346,-0.9734119471,-0.3076589598,1.447959215,0.370077125,-0.4477824805,-0.08542603791,-0.6524462518,-0.8194766607,-0.5047322787,-0.06891199568,0.4372699671,-1.405107981,-0.6538744136,-0.4993488733,0.1680396926,-0.570421815,0.1753003306
0.2251401597,-0.9734119471,-0.8873272778,-1.530002047,0.4046926184,-1.209127995,0.9545933618,-0.6524462518,1.220291008,0.8759680905,0.4195199103,1.178894334,1.42290087,-0.6538744136,-0.4993488733,-1.227687119,-0.570421815,-1.219662512
0.7447086482,-0.9734119471,-1.466995596,0.4056727729,-0.806849652,0.5488880113,1.301266495,-0.6524462518,1.220291008,-0.849907371,-0.9308506533,0.9316862118,-0.6981057682,-0.6538744136,-0.4993488733,0.1680396926,-0.570421815,1.221522463
1.561173416,-0.9734119471,0.8516776763,0.008611271317,1.373926435,0.6457865314,1.474603062,-0.6524462518,-0.8194766607,1.221143183,1.511308877,-1.045978767,0.7158986572,1.529345665,-0.4993488733,-1.576618822,-0.570421815,-0.1734403801
0.1509160899,0.7807468403,0.8516776763,-1.182573234,-1.222235573,-1.541351492,-1.645455137,-0.6524462518,1.220291008,1.221143183,-1.017044519,-0.3043544,0.00889644451,-0.6538744136,-0.4993488733,-1.576618822,-0.570421815,-0.8709218015
-0.8139968174,-0.9734119471,-1.466995596,-0.438082918,0.8893095266,-0.7177140721,-0.7787723044,-0.6524462518,-0.8194766607,-1.540257556,1.712427897,-0.9223747059,1.42290087,-0.6538744136,-0.4993488733,1.214834801,-0.570421815,-0.1734403801
-1.704685655,-0.9734119471,-0.3076589598,0.8523669623,1.373926435,0.7703703428,1.301266495,1.532693302,-0.8194766607,0.1856179059,-0.9883132305,-0.4279584612,1.42290087,1.529345665,2.002607903,1.563766504,-0.570421815,-1.568403223
1.709621555,0.7807468403,-0.8873272778,1.54722459,-1.222235573,-1.707463241,0.0879105287,-0.6524462518,1.220291008,0.5307929982,0.4195199103,1.055290273,0.7158986572,1.529345665,-0.4993488733,0.8659030985,-0.570421815,1.570263173
-0.07175611947,-0.9734119471,0.8516776763,0.05824395902,-0.18377077,-1.492902232,0.7812567952,-0.6524462518,1.220291008,-1.195082463,0.01728187009,1.055290273,0.7158986572,-0.6538744136,-0.4993488733,-0.5298237133,-0.570421815,1.221522463
-1.407789376,0.7807468403,0.8516776763,-0.8847771073,-1.083773599,-0.3647266062,0.0879105287,1.532693302,1.220291008,0.1856179059,-1.017044519,1.673310579,0.7158986572,-0.6538744136,2.002607903,0.1680396926,1.753088633,1.570263173
-1.110893097,-0.9734119471,1.431345994,0.05824395902,0.7508475528,-0.1017163375,1.647939628,-0.6524462518,-0.8194766607,1.221143183,-1.074507096,-0.6751665835,-0.6981057682,1.529345665,2.002607903,1.214834801,1.753088633,-0.1734403801
-0.2944283288,0.7807468403,1.431345994,-0.934409795,-0.1145397832,-0.1155589832,-0.7787723044,-0.6524462518,-0.8194766607,-1.195082463,1.051608259,-0.1807503388,1.42290087,-0.6538744136,-0.4993488733,-0.1808920103,1.753088633,1.221522463
0.6704845784,0.7807468403,0.8516776763,-1.430736672,-0.5299257044,-0.2470641176,1.127929928,-0.6524462518,1.220291008,1.221143183,-0.327493593,-1.169582828,0.00889644451,1.529345665,2.002607903,0.1680396926,-0.570421815,0.5240410413
0.3735882993,-0.9734119471,-0.3076589598,0.8027342746,-0.2530017569,1.600929086,1.647939628,-0.6524462518,-0.8194766607,-0.1595571864,0.07474444726,-1.540395012,-1.405107981,-0.6538744136,-0.4993488733,-0.1808920103,-0.570421815,-0.1734403801
1.264277137,0.7807468403,0.8516776763,0.5049381483,-0.6683876782,1.268705589,-1.298782004,-0.6524462518,-0.8194766607,0.8759680905,-1.390551271,0.8080821506,0.00889644451,-0.6538744136,2.002607903,-0.8787554163,-0.570421815,-0.5221810908
0.5962605086,0.7807468403,1.431345994,-0.438082918,-1.429928534,-1.188364027,-0.08542603791,-0.6524462518,-0.8194766607,0.5307929982,-1.045775808,0.1900618447,-1.405107981,-0.6538744136,-0.4993488733,0.8659030985,-0.570421815,-1.568403223
1.709621555,0.7807468403,-0.8873272778,0.6538362115,-0.9799271191,-1.105308152,-0.7787723044,-0.6524462518,-0.8194766607,-1.195082463,0.9079518163,0.3136659059,-0.6981057682,1.529345665,-0.4993488733,-1.227687119,1.753088633,0.1753003306
-0.3686523986,0.7807468403,1.431345994,-1.03367517,0.5777700856,1.047223257,-0.7787723044,-0.6524462518,-0.8194766607,-0.5047322787,0.9941456821,0.3136659059,-0.6981057682,-0.6538744136,2.002607903,0.5169713956,-0.570421815,0.872781752
0.2251401597,-0.9734119471,-0.3076589598,0.3560400852,-0.806849652,0.3827762627,-0.7787723044,-0.6524462518,-0.8194766607,-0.1595571864,-1.074507096,-0.6751665835,0.7158986572,-0.6538744136,-0.4993488733,1.563766504,-0.570421815,1.570263173
0.9673808576,0.7807468403,-0.8873272778,-1.331471297,-1.153004586,-0.177850889,1.127929928,-0.6524462518,-0.8194766607,0.8759680905,0.3620573331,-1.293186889,0.7158986572,-0.6538744136,-0.4993488733,-0.1808920103,-0.570421815,0.1753003306
0.8931567878,-0.9734119471,-1.466995596,-0.6862463565,-0.495310211,-0.4200971891,1.127929928,-0.6524462518,1.220291008,1.566318275,-1.505476425,1.055290273,0.7158986572,-0.6538744136,2.002607903,-0.1808920103,-0.570421815,-1.219662512
-1.259341236,0.7807468403,-0.8873272778,1.050897713,1.131617981,0.3135630341,-0.7787723044,1.532693302,1.220291008,-1.540257556,0.649370219,0.06645778356,0.7158986572,-0.6538744136,2.002607903,-1.576618822,-0.570421815,-1.568403223
0.7447086482,-0.9734119471,-0.3076589598,1.596857278,-0.3568482372,0.5488880113,-0.08542603791,1.532693302,-0.8194766607,1.221143183,-1.160700962,-0.6751665835,-0.6981057682,-0.6538744136,-0.4993488733,0.8659030985,-0.570421815,0.1753003306
-1.333565306,0.7807468403,-0.3076589598,-1.331471297,-0.04530879629,-0.5862089377,-1.298782004,-0.6524462518,-0.8194766607,1.221143183,0.9079518163,0.9316862118,0.00889644451,-0.6538744136,-0.4993488733,-0.5298237133,-0.570421815,1.570263173
0.5962605086,0.7807468403,0.8516776763,-0.8351444196,0.8200785397,1.690906283,1.474603062,1.532693302,-0.8194766607,-1.540257556,-1.246894828,-0.5515625223,-0.6981057682,-0.6538744136,2.002607903,-0.1808920103,-0.570421815,-0.8709218015
-0.9624449569,0.7807468403,-0.3076589598,1.398326527,0.6816165659,-1.084544184,0.6079202286,1.532693302,1.220291008,1.566318275,0.5057137761,1.673310579,0.00889644451,-0.6538744136,-0.4993488733,0.1680396926,-0.570421815,-1.219662512
-0.6655486778,-0.9734119471,0.2720093582,-1.530002047,0.8546940331,1.697827606,0.9545933618,-0.6524462518,1.220291008,-0.5047322787,1.511308877,-1.045978767,1.42290087,-0.6538744136,-0.4993488733,-0.5298237133,-0.570421815,-0.1734403801
-1.704685655,0.7807468403,0.8516776763,0.7531015869,-1.256851067,-0.4616251262,-1.645455137,-0.6524462518,-0.8194766607,0.1856179059,-0.6148064788,-0.4279584612,-0.6981057682,-0.6538744136,2.002607903,0.5169713956,-0.570421815,-0.5221810908
0.5962605086,0.7807468403,0.2720093582,-0.3388175426,0.7162320594,1.157964423,-1.298782004,1.532693302,-0.8194766607,0.1856179059,-0.4424187473,0.5608740283,1.42290087,-0.6538744136,-0.4993488733,0.1680396926,-0.570421815,-0.8709218015
0.1509160899,-0.9734119471,1.431345994,1.497591902,0.370077125,0.9918526743,0.4345836619,1.532693302,-0.8194766607,0.8759680905,-1.562939002,0.6844780895,0.7158986572,-0.6538744136,-0.4993488733,0.8659030985,1.753088633,-0.1734403801
-1.630461585,-0.9734119471,-1.466995596,0.3064073975,-0.9799271191,-0.4062545434,-0.952108871,-0.6524462518,1.220291008,0.8759680905,-0.5860751903,0.1900618447,0.00889644451,-0.6538744136,2.002607903,1.563766504,-0.570421815,1.221522463
0.2993642295,-0.9734119471,-0.3076589598,1.398326527,0.05853768403,1.206413683,0.0879105287,-0.6524462518,-0.8194766607,-0.1595571864,1.453846299,0.3136659059,1.42290087,-0.6538744136,-0.4993488733,-0.1808920103,-0.570421815,-0.1734403801
-0.591324608,0.7807468403,-0.3076589598,0.1078766467,-1.326082054,1.254862943,1.127929928,-0.6524462518,-0.8194766607,-0.849907371,1.195264702,-0.7987706447,1.42290087,1.529345665,-0.4993488733,-1.227687119,1.753088633,0.5240410413
